fc_num,contact_date,street,city,zip,circumstance,basis,key_situations,vehicle_type,n_people,n_black,n_white,n_other,n_frisked,narrative,was_frisked
FC25002581,2025-05-25 00:45:00,MERIDIAN STREET,EAST BOSTON,2128,Stopped,Reasonable Suspicion , Body Worn Camera,Suv (sport Utility Vehicle),1,0,0,1,1,"On Sunday, 05/25/25 at 00:45 hrs., while assisting the G411A Unit, Officer Carey with P#2502394XXXin Day Square, the officers were approached by an unknown Hispanic male and were informed of a person displaying a firearm at XXXBennington Street, East Boston.  With a description of a white Hispanic male parked at that location operating a white Nissan Pathfinder, Officer Carey broadcast that information and Officer Marando responded there to locate a possible suspect.  With body v=camera activated, Officer Marando eventually located a person matching that description parked in his motor vehicle at XXXMeridien Street, (Walgreens Parking lot), in East Boston.  Officer Marando announced the suspect stop over channel # 2 and requested assistance. A frisk of the suspect was made as well as the vehicle he was located inside of. No weapons were located. A query was conducted via CJIS for outstanding warrants to no avail.   The suspect was compliant and walked home to his residential address of XXXBennington Street, #XXXEast Boston. Nothing follows.",1
FC25005530,2025-10-13 09:34:00,SPRING ST,WEST ROXBURY,2132,Stopped,Probable Cause,,Pickup Truck,1,0,1,0,0,"About 9:34 am on 10/13/25, Officers conducted a traffic stop of XXXmotor vehicle at XXXSpring Street.   A CJIS inquiry revealed that MA REG XXXbelonged to a Dodge Ram truck, but the plates were attached to a Ford F-150. XXX stated that he bought the truck for his company ( Stone Base Masonry and Waterproofing).   Vehicle towed for the attached plates",0
FC24000355,2024-01-27 01:06:00.0000000,,DORCHESTER,2121,Stopped,Intel,Body Worn Camera,Passenger Car/ Automobile,2,1,0,1,0,"TS For Failure to use Turn Signal and Excessive Tint on Ma Reg: XXX
Operator identified as XXX (Prior F/A) on Bop 

Passenger Identified as XXX 

All parties were cordial with officers throughout the entirety of the stop

Verbal warning issued

Fioe to associate subjects with M/V

C111A Bailey/Champagnie, P",0
FC23001862,2023-04-09 03:20:00.0000000,DORCHESTER AVE,DORCHESTER,2124,Stopped,Reasonable Suspicion ," Section 12/35, Body Worn Camera",Passenger Car/ Automobile,1,1,0,0,1,"Officers stopped XXX after a fight/person with a gun call at the Bowery Restaurant XXXDorchester Avenue). (232027323) XXXwas identified as a suspect that threatened to retrieve a firearm and shoot up the restaurant after a physical fight outside the restaurant. No firearm was actually observed on scene. 

XXXattempted to flee from officers and parked MA REG: XXX(Red Ford Fusion) in a random driveway. Officers were able to locate the suspect shortly after where he and the vehicle was frisked to no avail. XXXwas extremely hostile and erratic on scene.

XXXhas a lengthy criminal history involving firearms, drugs and violent crimes. XXXwas convicted for a stabbing in the past and boasted how he would do it again. He was ultimately placed on a section 12.

XXXalso has a history of making violent threats involving firearms at other restaurants/bars throughout the city. (I#232025069). A-1 Detectives notified. 

FIO to associate XXXwith MV. 

H104A - Keohan/Donlon",1
FC23000685,2023-02-05 21:25:00.0000000,BLUE HILL AVE,BOSTON,2124,Stopped,Probable Cause," Body Worn Camera, Gang",Passenger Car/ Automobile,2,2,0,0,0,"T-Stop for VALS (Failure to stop for red light) at XXXBlue Hill Ave on MA Reg XXXofficers came in contact with the driverXXX (Active Heath St & Prior F/A's) and passenger XXX (Active Heath St-Prior 94C). XXXstated he was headed to his aunt's home on Browning Ave. XXXwas issued a verbal warning, FIO'd and released.



CG01F (Villanueva/Garvey)",0
FC21001623,2021-04-27 16:45:00,,BOSTON,2124,Stopped,Probable Cause,,Pickup Truck,1,0,1,0,0,"On Tuesday April 27th, 2021 at approximately 3:00 pm while working a paid detail Officer Villanueva had an encounter with XXX and an unidentified passenger. The officer observed MA Reg XXXturn right onto Talbot Ave from Blue Hill Ave from the middle lane instead of being in the far right lane which caused him to slightly be in the opposite lane of traffic on Talbot and side by side with the vehicle making the proper right turn. XXXimproper right turn also is a violation of MGL 90/14 (Improper Right Turn from the wrong lane). The officer approached XXXto issue a verbal warning when his passenger an unidentified light skinned hispanic male began to shout obscenities at the officer. XXXthen began to shout and make verbal threats to the officer to do physical harm. At this time XXXwas blocking traffic from progressing forward onto Talbot Ave and was warned to continue on or he would be arrested for Disorderly Conduct. XXXentered his vehicle shortly after and continued forward. The officer later learned that XXXis an employee at Always Open Towing.",0
FC23004185,2023-08-30 03:15:00.0000000,PLAYSTEAD RD,DORCHESTER,2125,Stopped,Probable Cause, Body Worn Camera,Suv (sport Utility Vehicle),5,0,0,5,0,"Officers conducted a subject stop of 5 parties seated in RI Reg XXXin the parking lot of Playstead Park directly adjacent to a ""No Trespassing"" and ""No Loitering"" sign. All parties stated they were from Providence and drove to Boston to ""see the beach."" Officers identified the followingXXX - Prior drug charge in RIXXX- Prior F/A charge in RI

Also identified: XXX.

Officers advised all parties to vacate the area.

HK01A (MacLeod/Ruane/Keohan)",0
FC24004597,2024-11-16 00:00:00.0000000,ELLINGTON ST,DORCHESTER,2121,Stopped,Probable Cause,Body Worn Camera,Suv (sport Utility Vehicle),2,1,1,0,0,"Officers attempted to conduct a traffic stop of a gray Honda Cr-v (Ma reg: XXXfor VALS. As officers approached the vehicle, the operator took off at a high rate of speed down the wrong way of Ellington Street towards Erie Street. Officers eventually located the vehicle unoccupied in front ofXXX Ellington Street. Officers located the Identification inside the vehicle belonging to XXX (numerous prior F/A, armed robbery, 94C). Officers were able to identify with the ID found inside the vehicle with the operator. The registered owner of the vehicle isXXX who resides at XXXDevon St. 

FIO to associate XXXwith XXXand the address.

McLaughlin/Fantaroni",0
FC24001771,2024-04-24 12:10:00.0000000,,BOSTON,2124,Stopped,Reasonable Suspicion ,Body Worn Camera,Passenger Car/ Automobile,1,1,0,0,1,"Traffic Stop of MA Reg# XXXfor VALS (90:9D) at Blue Hill Avenue and Westview Street.

Officers observed the vehicle operating at Harvard Street and Greenock Street and appear to take notice of Officers presence, speeding up and taking a sharp right hand turn onto Paxton Street before conducted a U-turn at Blue Hill Avenue and Westview Street where Officers stopped the vehicle.

Operator: XXX(Open Human Trafficking charges, prior Kidnapping on BOP). 

XXXgrabbed an unknown item that was creating a bulge in his front left jacket pocket multiple times.

Pat frisk of XXXand vehicle yielded negative results.

FIOE to associate XXXwith vehicle.

Written warning issued.

C113D (Meaney & Cox)",1
FC22001306,2022-04-05 14:45:00,ROBESON ST,BOSTON,2130,Stopped,Probable Cause,,Passenger Car/ Automobile,3,3,0,0,1,"4/5/2022

Rossmore Rd / Forest Hills St TS XXXoperated by Heath St XXX. XXXwas placed under arrest for PC regarding domestic and robbery charges. The vehicle is registered to XXX. XXXreported the vehicle was a rental. 

4/4/2022 

1 Schroeder Plaza TS MAREG# XXXoperated by Mission gang member XXX. XXX placed under arrest for warrants. Vehicle registered to XXX.XXX reports vehicle was rental.

Should be noted an active feud amongst Mission Hill and Heath St gang members. Registered owner XXXhas an extensive BOP including a Murder charge which was a NG.

VK04",1
FC23005611,2023-11-29 02:59:00.0000000,,BOSTON,2124,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,2,2,0,0,2,"T/S for VALS of MA REG: XXX(Blue Volvo) in area of Washington st/Dunlap st.

Operator: XXXXXXPassenger: XXX- Past Charges include: Numerous Armed robberies (Gun), ABDWs (Gun), Home invasions, Carjackings, and 94c charges.

Officers observed Mr. XXXmaking numerous ducking motions under his seat when stopped (to the point officers could not see Mr. XXXand the passenger XXX making many reaching movements. 

Both parties and vehicle pat frisked yielding negative results.

Mr. XXXstated he was at XXXCorona St. and Mr. XXXasked for a ride. Mr. XXXsaid he did not know who Mr. XXXwas, but willingly gave him a ride. Mr. XXXstated that he wanted Mr. XXXto leave the vehicle. 

Mr. XXXstated Mr. XXXwas his brother, and that Mr. XXXwas soft. Mr. XXXstated that there were 10 chopped up hookers in the trunk of the vehicle, along with other bizarre statements. Mr. XXXstated he would leave the vehicle and walked away from the scene.

CXXXIS inquiry revealed no active warrants between both parties.

Mr. XXXissued written warning, and left the area. 

H415A (Patterson/Donlon), H102A (Beshay/XXXoyce), H103A (XXXohnson/Rodriguez), H425A (Kennedy)",1
FC23000361,2023-01-17 12:12:00.0000000,COLUMBIA RD,DORCHESTER,2125,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,2,2,0,0,0,"Traffic stop for expired registration sticker (90:20), vehicle (MA:REG XXXdriven byXXX (DOB: XX/XX/XXXXat XXXColumbia Road. 

Operator identified asXXX prior firearm charges on BOP.

Officers observed passenger, XXX (DOB: XX/XX/XXXXnot wearing a seatbelt (90:13A). Officers observed two additional unknown male passengers in the back seat. 

Officers confirmed on CJIS for active registration and Driver License. 

Verbal Warning issued. FIOE to associate driver with MA:REG XXX

B610D (Paredes/McPherson)",0
FC23002784,2023-05-31 21:16:00.0000000,,BOSTON,2111,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,1,0,1,0,0,"About 9:16pm, on 05/31/23, traffic stop for VALs on a 2018 Honda Accord (NY REG# XXXat Essex St. & Surface Rd., Boston.

Driver identified asXXX (DOB XX/XX/XXXXpreviously FIO'ed in relation to suspicious activity and package thefts in Georgetown.

Verbal warning issued.

A102F (Marchand/Hiltunen)",0
FC20004152,2020-08-11 01:05:00,,BOSTON,2119,Stopped,Intel,,Passenger Car/ Automobile,2,2,0,0,0,"About 0105, on Tuesday, 08/11/2020, Officer Peguero of the D411A, conducted a traffic stop of a black 2015 Honda Accord (MA XXXat the intersection of Washington St. and Melnea Cass Blvd.

 The operator was XXXXX/XX/XXXXand the front passenger wasXXX XX/XX/XXXXThe M/V was observed traveling inbound on Washington St./ Melnea Cass Blvd towards District B2. The operator was stopped and cited for defective headlight (Passenger) and no license in possession. Both Parties are known associated gang members of Lenox.",0
FC24003274,2024-08-10 00:00:00.0000000,GREENDALE RD,MATTAPAN,2126,Stopped,Probable Cause,Body Worn Camera,Passenger Car/ Automobile,2,2,0,0,2,"Radio Call for a person with a gun at XXXGreendale Rd. Upon arrival, officers observed XXX (Prior F/A) andXXX leaning on the outside of a black Honda Accord (Ma Reg# XXXA pat frisk of the individuals and motor vehicle revealed a loaded firearm magazine recovered from the center console. See (I#242066478)

FIO to associate both parties and m/v.

Fantaroni/Araujo.",1
FC21004732,2021-12-15 03:00:00,,BOSTON,2119,Stopped,Probable Cause,,Passenger Car/ Automobile,2,2,0,0,0,"TS at 3AM for VALS (Headlight and dark tints) on MA REG XXX

Officers spoke to the operator later identified asXXX Front passenger identified as XXX. XXXstated that he was returning home (Chelsea) from grabbing food in Roxbury. XXXstated that he was a shooting victim from an incident that took place earlier in the year. XXXwas cordial with officers.

FIOE Completed. D431A (Mariam) and D415A (Allen)",0
FC20001119,2020-02-14 15:00:00,,BOSTON,2125,Stopped,Probable Cause," Body Worn Camera, Gang",Passenger Car/ Automobile,1,1,0,0,0,"Traffic Stop in the area of Dudley St. & Magnolia St. for Violation of the Auto Laws.

Operator - XXX - Active Woolson - Firearm Offenses/ 94C Offenses on BOP

Issued Warning, FIO'd for Intel",0
FC24004229,2024-10-23 20:05:00.0000000,,DORCHESTER,2125,Stopped,Probable Cause,"Body Worn Camera, Gang",Passenger Car/ Automobile,1,1,0,0,1,"T/S Columbia Road and Bird Street on a gray Acura (MA REG XXX for marked lanes violation.

Op -XXX (XXX Associate) 

While traveling down Columbia Rd officers observed the vehicle cut through all 3 lanes of traffic and turn onto Bird Street. Officers activated the lights and sirens, the vehicle stopped briefly before accelerating until coming to a stop at Hancock and Bird. Officers approached and observed the subject with both hands between his legs reaching under the seat. Officers ordered him to show his hands which he complied with, the subject was then shaking uncontrollably. A pat frisk of the vehicle was conducted for weapons yielding negative results. Once the pat frisk was complete, officers identified the operator asXXX (XXX associate). 

Subject told officers the reason he was shaking was because something just happened at home that made him extremely upset. 

Citation issued XXX
FIO to associate with vehicle.

B102 DeLuca/Donovan & E. Wood B416F",1
FC24004458,2024-11-09 00:00:00.0000000,GREENWOOD ST,DORCHESTER,2121,Stopped,Probable Cause,Body Worn Camera,Passenger Car/ Automobile,2,2,0,0,0,"T/S of MA Reg XXXfor equipment violation (broken tail light) in the area of XXXGreenwood St. Operator identified asXXX and front Passenger XXX (multiple 94c offenses).

The Operator was cordial with the Officers during the interaction; however, the Passenger seemed annoyed by the Officers. The Operator said that the Passenger acts like that on a regular basis.

Written warning issued.

FIO to associate the Operator with the Passenger and the motor vehicle.

Araujo/Smigielski",0
